#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2021 06 29 20 00 999 99.0 99.0  1.60  8.70  5.52 281 9999.0 999.0  16.0 999.0 99.0 99.00
2021 06 29 20 30 999 99.0 99.0  1.63  7.69  5.55 278 9999.0 999.0  16.1 999.0 99.0 99.00
2021 06 29 21 00 999 99.0 99.0  1.58  6.90  5.32 277 9999.0 999.0  16.0 999.0 99.0 99.00
2021 06 29 21 30 999 99.0 99.0  1.55  8.33  5.44 282 9999.0 999.0  16.0 999.0 99.0 99.00
2021 06 29 22 00 999 99.0 99.0  1.52  8.33  5.31 280 9999.0 999.0  16.0 999.0 99.0 99.00
2021 06 29 22 30 999 99.0 99.0  1.58  7.41  5.18 274 9999.0 999.0  15.8 999.0 99.0 99.00
2021 06 29 23 00 999 99.0 99.0  1.68  6.90  5.31 283 9999.0 999.0  15.8 999.0 99.0 99.00
2021 06 29 23 30 999 99.0 99.0  1.63  6.45  5.30 275 9999.0 999.0  15.7 999.0 99.0 99.00
2021 06 30 00 00 999 99.0 99.0  1.61  7.69  5.37 278 9999.0 999.0  15.7 999.0 99.0 99.00
2021 06 30 00 30 999 99.0 99.0  1.53  6.25  5.20 285 9999.0 999.0  15.6 999.0 99.0 99.00
2021 06 30 01 00 999 99.0 99.0  1.71  9.52  5.51 276 9999.0 999.0  15.5 999.0 99.0 99.00
2021 06 30 01 30 999 99.0 99.0  1.62  6.67  5.44 283 9999.0 999.0  15.4 999.0 99.0 99.00
2021 06 30 02 00 999 99.0 99.0  1.63  9.52  5.73 280 9999.0 999.0  15.2 999.0 99.0 99.00
2021 06 30 02 30 999 99.0 99.0  1.64  8.33  5.81 287 9999.0 999.0  15.2 999.0 99.0 99.00
2021 06 30 03 00 999 99.0 99.0  1.73  7.69  6.09 283 9999.0 999.0  15.1 999.0 99.0 99.00
2021 06 30 03 30 999 99.0 99.0  1.79  8.00  6.10 286 9999.0 999.0  15.1 999.0 99.0 99.00
2021 06 30 04 00 999 99.0 99.0  1.82  7.41  6.25 290 9999.0 999.0  15.2 999.0 99.0 99.00
2021 06 30 04 30 999 99.0 99.0  1.83  8.33  6.31 281 9999.0 999.0  15.2 999.0 99.0 99.00
2021 06 30 05 00 999 99.0 99.0  1.88  8.33  6.28 284 9999.0 999.0  15.0 999.0 99.0 99.00
2021 06 30 05 30 999 99.0 99.0  1.93  7.41  6.22 287 9999.0 999.0  14.6 999.0 99.0 99.00
2021 06 30 06 00 999 99.0 99.0  2.07  7.69  6.29 286 9999.0 999.0  14.8 999.0 99.0 99.00
2021 06 30 06 30 999 99.0 99.0  2.00  8.33  6.26 289 9999.0 999.0  14.9 999.0 99.0 99.00
2021 06 30 07 00 999 99.0 99.0  1.95  8.70  6.12 282 9999.0 999.0  14.8 999.0 99.0 99.00
2021 06 30 07 30 999 99.0 99.0  1.91  8.33  6.01 285 9999.0 999.0  14.7 999.0 99.0 99.00
2021 06 30 08 00 999 99.0 99.0  1.94  7.41  5.90 281 9999.0 999.0  14.7 999.0 99.0 99.00
2021 06 30 08 30 999 99.0 99.0  1.91  7.69  6.00 286 9999.0 999.0  14.7 999.0 99.0 99.00
2021 06 30 09 00 999 99.0 99.0  1.82  7.41  5.97 289 9999.0 999.0  14.7 999.0 99.0 99.00
2021 06 30 09 30 999 99.0 99.0  1.81  8.70  5.78 282 9999.0 999.0  14.6 999.0 99.0 99.00
2021 06 30 10 00 999 99.0 99.0  1.86  7.14  5.77 286 9999.0 999.0  14.6 999.0 99.0 99.00
2021 06 30 10 30 999 99.0 99.0  1.85  8.00  5.88 285 9999.0 999.0  14.5 999.0 99.0 99.00
2021 06 30 11 00 999 99.0 99.0  1.66  6.90  5.48 291 9999.0 999.0  14.4 999.0 99.0 99.00
2021 06 30 11 30 999 99.0 99.0  1.81  7.14  5.87 285 9999.0 999.0  14.2 999.0 99.0 99.00
2021 06 30 12 00 999 99.0 99.0  1.81  8.70  5.88 283 9999.0 999.0  14.2 999.0 99.0 99.00
2021 06 30 12 30 999 99.0 99.0  1.86  6.90  5.98 288 9999.0 999.0  14.2 999.0 99.0 99.00
2021 06 30 13 00 999 99.0 99.0  1.82  7.14  6.06 286 9999.0 999.0  14.0 999.0 99.0 99.00
2021 06 30 13 30 999 99.0 99.0  1.68  8.00  5.88 279 9999.0 999.0  13.9 999.0 99.0 99.00
2021 06 30 14 00 999 99.0 99.0  1.76  9.52  6.06 285 9999.0 999.0  13.8 999.0 99.0 99.00
2021 06 30 14 30 999 99.0 99.0  1.75 10.00  6.21 284 9999.0 999.0  13.7 999.0 99.0 99.00
2021 06 30 15 00 999 99.0 99.0  1.72  9.52  6.30 282 9999.0 999.0  13.6 999.0 99.0 99.00
2021 06 30 15 30 999 99.0 99.0  1.70  7.69  6.43 281 9999.0 999.0  13.9 999.0 99.0 99.00
2021 06 30 16 00 999 99.0 99.0  1.71  7.69  6.50 281 9999.0 999.0  15.2 999.0 99.0 99.00
2021 06 30 16 30 999 99.0 99.0  1.73  7.14  6.53 280 9999.0 999.0  14.9 999.0 99.0 99.00
2021 06 30 17 00 999 99.0 99.0  1.61  7.14  6.39 284 9999.0 999.0  15.2 999.0 99.0 99.00
2021 06 30 17 30 999 99.0 99.0  1.73  9.09  6.73 287 9999.0 999.0  15.4 999.0 99.0 99.00
2021 06 30 18 00 999 99.0 99.0  1.68  9.09  6.64 283 9999.0 999.0  15.5 999.0 99.0 99.00
2021 06 30 18 30 999 99.0 99.0  1.77  9.52  6.87 278 9999.0 999.0  15.6 999.0 99.0 99.00
2021 06 30 19 00 999 99.0 99.0  1.58  9.52  6.54 280 9999.0 999.0  15.7 999.0 99.0 99.00
2021 06 30 19 30 999 99.0 99.0  1.61  7.69  6.60 281 9999.0 999.0  15.7 999.0 99.0 99.00
2021 06 30 20 00 999 99.0 99.0  1.60  8.70  6.55 280 9999.0 999.0  15.7 999.0 99.0 99.00
2021 06 30 20 30 999 99.0 99.0  1.51  9.52  6.26 276 9999.0 999.0  15.8 999.0 99.0 99.00
2021 06 30 21 00 999 99.0 99.0  1.50  9.52  6.44 286 9999.0 999.0  15.8 999.0 99.0 99.00
2021 06 30 21 30 999 99.0 99.0  1.49  9.52  6.11 283 9999.0 999.0  15.7 999.0 99.0 99.00
2021 06 30 22 00 999 99.0 99.0  1.41  9.52  6.07 281 9999.0 999.0  15.7 999.0 99.0 99.00
2021 06 30 22 30 999 99.0 99.0  1.47 10.00  6.20 284 9999.0 999.0  15.5 999.0 99.0 99.00
2021 06 30 23 00 999 99.0 99.0  1.48  9.52  6.22 279 9999.0 999.0  15.3 999.0 99.0 99.00
2021 06 30 23 30 999 99.0 99.0  1.34  9.09  6.24 282 9999.0 999.0  14.7 999.0 99.0 99.00
2021 07 01 00 00 999 99.0 99.0  1.31 10.00  5.97 277 9999.0 999.0  14.6 999.0 99.0 99.00
2021 07 01 00 30 999 99.0 99.0  1.35 10.00  6.24 283 9999.0 999.0  14.5 999.0 99.0 99.00
2021 07 01 01 00 999 99.0 99.0  1.40 10.00  6.16 279 9999.0 999.0  14.5 999.0 99.0 99.00
2021 07 01 01 30 999 99.0 99.0  1.33  9.09  6.00 280 9999.0 999.0  14.4 999.0 99.0 99.00
2021 07 01 02 00 999 99.0 99.0  1.41 10.00  6.40 282 9999.0 999.0  14.3 999.0 99.0 99.00
2021 07 01 02 30 999 99.0 99.0  1.33  9.52  6.36 276 9999.0 999.0  14.3 999.0 99.0 99.00
2021 07 01 03 00 999 99.0 99.0  1.35 10.00  6.40 275 9999.0 999.0  14.2 999.0 99.0 99.00
2021 07 01 03 30 999 99.0 99.0  1.32  9.52  5.98 280 9999.0 999.0  14.2 999.0 99.0 99.00
2021 07 01 04 00 999 99.0 99.0  1.34  9.52  6.17 278 9999.0 999.0  14.2 999.0 99.0 99.00
2021 07 01 04 30 999 99.0 99.0  1.25 10.00  5.97 280 9999.0 999.0  14.2 999.0 99.0 99.00
2021 07 01 05 00 999 99.0 99.0  1.44  9.52  6.51 285 9999.0 999.0  14.2 999.0 99.0 99.00
2021 07 01 05 30 999 99.0 99.0  1.33  9.52  6.36 276 9999.0 999.0  14.2 999.0 99.0 99.00
2021 07 01 06 00 999 99.0 99.0  1.43 10.00  6.34 280 9999.0 999.0  13.9 999.0 99.0 99.00
2021 07 01 06 30 999 99.0 99.0  1.35 10.00  6.21 280 9999.0 999.0  14.1 999.0 99.0 99.00
2021 07 01 07 00 999 99.0 99.0  1.38 10.00  6.38 279 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 01 07 30 999 99.0 99.0  1.43 10.00  6.39 278 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 01 08 00 999 99.0 99.0  1.28 10.00  6.18 279 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 01 08 30 999 99.0 99.0  1.34 10.00  6.38 280 9999.0 999.0  15.9 999.0 99.0 99.00
2021 07 01 09 00 999 99.0 99.0  1.29  9.52  6.44 281 9999.0 999.0  15.8 999.0 99.0 99.00
2021 07 01 09 30 999 99.0 99.0  1.22 10.00  6.33 275 9999.0 999.0  15.8 999.0 99.0 99.00
2021 07 01 10 00 999 99.0 99.0  1.23  9.52  6.20 279 9999.0 999.0  15.7 999.0 99.0 99.00
2021 07 01 10 30 999 99.0 99.0  1.26  9.52  6.56 278 9999.0 999.0  15.7 999.0 99.0 99.00
2021 07 01 11 00 999 99.0 99.0  1.21 10.00  6.71 279 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 01 11 30 999 99.0 99.0  1.19 10.00  6.74 279 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 01 12 00 999 99.0 99.0  1.12 10.00  6.58 275 9999.0 999.0  14.9 999.0 99.0 99.00
2021 07 01 12 30 999 99.0 99.0  1.09 10.53  6.61 273 9999.0 999.0  14.9 999.0 99.0 99.00
2021 07 01 13 00 999 99.0 99.0  1.18 10.00  6.72 279 9999.0 999.0  14.6 999.0 99.0 99.00
2021 07 01 13 30 999 99.0 99.0  1.19 10.53  6.72 276 9999.0 999.0  14.6 999.0 99.0 99.00
2021 07 01 14 00 999 99.0 99.0  1.21 10.00  6.94 281 9999.0 999.0  14.5 999.0 99.0 99.00
2021 07 01 14 30 999 99.0 99.0  1.37 10.00  7.01 282 9999.0 999.0  14.5 999.0 99.0 99.00
2021 07 01 15 00 999 99.0 99.0  1.36 10.00  7.13 281 9999.0 999.0  14.5 999.0 99.0 99.00
2021 07 01 15 30 999 99.0 99.0  1.44 10.00  7.21 283 9999.0 999.0  14.5 999.0 99.0 99.00
2021 07 01 16 00 999 99.0 99.0  1.40 10.00  6.88 280 9999.0 999.0  14.7 999.0 99.0 99.00
2021 07 01 16 30 999 99.0 99.0  1.45  9.52  6.87 280 9999.0 999.0  15.0 999.0 99.0 99.00
2021 07 01 17 00 999 99.0 99.0  1.51 10.00  6.93 279 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 01 17 30 999 99.0 99.0  1.50  9.52  6.87 279 9999.0 999.0  15.4 999.0 99.0 99.00
2021 07 01 18 00 999 99.0 99.0  1.41  9.52  6.37 284 9999.0 999.0  15.5 999.0 99.0 99.00
2021 07 01 18 30 999 99.0 99.0  1.46 10.00  6.56 275 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 01 19 00 999 99.0 99.0  1.45  9.52  6.57 281 9999.0 999.0  15.3 999.0 99.0 99.00
2021 07 01 19 30 999 99.0 99.0  1.45 10.00  6.35 275 9999.0 999.0  15.5 999.0 99.0 99.00
2021 07 01 20 00 999 99.0 99.0  1.50  9.52  6.52 278 9999.0 999.0  15.6 999.0 99.0 99.00
2021 07 01 20 30 999 99.0 99.0  1.48  8.00  6.54 285 9999.0 999.0  15.5 999.0 99.0 99.00
2021 07 01 21 00 999 99.0 99.0  1.47  9.52  6.33 279 9999.0 999.0  15.6 999.0 99.0 99.00
2021 07 01 21 30 999 99.0 99.0  1.49  8.70  6.31 283 9999.0 999.0  15.6 999.0 99.0 99.00
2021 07 01 22 00 999 99.0 99.0  1.36  8.33  6.43 284 9999.0 999.0  15.5 999.0 99.0 99.00
2021 07 01 22 30 999 99.0 99.0  1.38  8.00  6.65 283 9999.0 999.0  15.7 999.0 99.0 99.00
2021 07 01 23 00 999 99.0 99.0  1.43 10.00  6.84 284 9999.0 999.0  15.5 999.0 99.0 99.00
2021 07 01 23 30 999 99.0 99.0  1.43 10.53  6.83 274 9999.0 999.0  15.3 999.0 99.0 99.00
2021 07 02 00 00 999 99.0 99.0  1.33  9.52  6.87 276 9999.0 999.0  15.1 999.0 99.0 99.00
2021 07 02 00 30 999 99.0 99.0  1.27 10.00  6.92 279 9999.0 999.0  15.0 999.0 99.0 99.00
2021 07 02 01 00 999 99.0 99.0  1.22  9.52  6.82 284 9999.0 999.0  14.7 999.0 99.0 99.00
2021 07 02 01 30 999 99.0 99.0  1.26 10.00  6.72 281 9999.0 999.0  14.7 999.0 99.0 99.00
2021 07 02 02 00 999 99.0 99.0  1.43  9.52  7.01 278 9999.0 999.0  14.7 999.0 99.0 99.00
2021 07 02 02 30 999 99.0 99.0  1.27  9.52  6.81 280 9999.0 999.0  14.7 999.0 99.0 99.00
2021 07 02 03 00 999 99.0 99.0  1.34  8.33  6.82 284 9999.0 999.0  14.7 999.0 99.0 99.00
2021 07 02 03 30 999 99.0 99.0  1.38  9.09  6.79 286 9999.0 999.0  14.6 999.0 99.0 99.00
2021 07 02 04 00 999 99.0 99.0  1.37  9.52  6.80 281 9999.0 999.0  14.6 999.0 99.0 99.00
2021 07 02 04 30 999 99.0 99.0  1.38  9.52  6.49 285 9999.0 999.0  14.6 999.0 99.0 99.00
2021 07 02 05 00 999 99.0 99.0  1.41  8.70  6.48 288 9999.0 999.0  14.5 999.0 99.0 99.00
2021 07 02 05 30 999 99.0 99.0  1.45  8.33  6.42 285 9999.0 999.0  14.5 999.0 99.0 99.00
2021 07 02 06 00 999 99.0 99.0  1.42  9.52  6.11 283 9999.0 999.0  14.4 999.0 99.0 99.00
2021 07 02 06 30 999 99.0 99.0  1.39  9.09  6.11 281 9999.0 999.0  14.2 999.0 99.0 99.00
2021 07 02 07 00 999 99.0 99.0  1.41  8.70  6.18 285 9999.0 999.0  14.2 999.0 99.0 99.00
2021 07 02 07 30 999 99.0 99.0  1.37  8.70  5.95 285 9999.0 999.0  15.3 999.0 99.0 99.00
2021 07 02 08 00 999 99.0 99.0  1.43  8.70  6.38 285 9999.0 999.0  14.9 999.0 99.0 99.00
2021 07 02 08 30 999 99.0 99.0  1.38  9.52  6.07 278 9999.0 999.0  14.8 999.0 99.0 99.00
2021 07 02 09 00 999 99.0 99.0  1.34  9.09  6.18 282 9999.0 999.0  15.5 999.0 99.0 99.00
2021 07 02 09 30 999 99.0 99.0  1.46  7.41  6.43 284 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 02 10 00 999 99.0 99.0  1.34  9.09  6.06 276 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 02 10 30 999 99.0 99.0  1.34  7.41  6.28 287 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 02 11 00 999 99.0 99.0  1.32  8.33  6.30 284 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 02 11 30 999 99.0 99.0  1.34 15.38  6.68 235 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 02 12 00 999 99.0 99.0  1.34 16.67  6.83 238 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 02 12 30 999 99.0 99.0  1.24 15.38  6.47 233 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 02 13 00 999 99.0 99.0  1.33 15.38  6.80 231 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 02 13 30 999 99.0 99.0  1.25 15.38  6.47 235 9999.0 999.0  15.0 999.0 99.0 99.00
2021 07 02 14 00 999 99.0 99.0  1.26 10.53  6.51 281 9999.0 999.0  14.9 999.0 99.0 99.00
2021 07 02 14 30 999 99.0 99.0  1.30  8.33  6.33 283 9999.0 999.0  14.9 999.0 99.0 99.00
2021 07 02 15 00 999 99.0 99.0  1.30 15.38  6.25 234 9999.0 999.0  14.9 999.0 99.0 99.00
2021 07 02 15 30 999 99.0 99.0  1.46  8.33  6.40 285 9999.0 999.0  14.8 999.0 99.0 99.00
2021 07 02 16 00 999 99.0 99.0  1.47  8.00  6.55 284 9999.0 999.0  14.8 999.0 99.0 99.00
2021 07 02 16 30 999 99.0 99.0  1.39  8.33  6.43 283 9999.0 999.0  14.9 999.0 99.0 99.00
2021 07 02 17 00 999 99.0 99.0  1.43 15.38  6.62 241 9999.0 999.0  14.9 999.0 99.0 99.00
2021 07 02 17 30 999 99.0 99.0  1.35  8.70  6.15 288 9999.0 999.0  15.1 999.0 99.0 99.00
2021 07 02 18 00 999 99.0 99.0  1.36  8.00  6.15 289 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 02 18 30 999 99.0 99.0  1.43  9.09  6.42 280 9999.0 999.0  15.3 999.0 99.0 99.00
2021 07 02 19 00 999 99.0 99.0  1.30  8.33  6.24 282 9999.0 999.0  15.5 999.0 99.0 99.00
2021 07 02 19 30 999 99.0 99.0  1.33 15.38  6.42 247 9999.0 999.0  15.6 999.0 99.0 99.00
2021 07 02 20 00 999 99.0 99.0  1.24  8.00  6.04 288 9999.0 999.0  15.7 999.0 99.0 99.00
2021 07 02 20 30 999 99.0 99.0  1.17 14.29  6.16 231 9999.0 999.0  15.7 999.0 99.0 99.00
2021 07 02 21 00 999 99.0 99.0  1.19 15.38  6.27 239 9999.0 999.0  15.7 999.0 99.0 99.00
2021 07 02 21 30 999 99.0 99.0  1.16  9.09  6.23 279 9999.0 999.0  15.7 999.0 99.0 99.00
2021 07 02 22 00 999 99.0 99.0  1.16 15.38  6.08 235 9999.0 999.0  15.7 999.0 99.0 99.00
2021 07 02 22 30 999 99.0 99.0  1.22 16.67  6.47 235 9999.0 999.0  15.6 999.0 99.0 99.00
2021 07 02 23 00 999 99.0 99.0  1.16 16.67  6.10 232 9999.0 999.0  15.7 999.0 99.0 99.00
2021 07 02 23 30 999 99.0 99.0  1.16 16.67  6.42 235 9999.0 999.0  15.6 999.0 99.0 99.00
2021 07 03 00 00 999 99.0 99.0  1.13 16.67  6.23 234 9999.0 999.0  15.5 999.0 99.0 99.00
2021 07 03 00 30 999 99.0 99.0  1.18 15.38  6.47 234 9999.0 999.0  15.4 999.0 99.0 99.00
2021 07 03 01 00 999 99.0 99.0  1.21 15.38  6.51 239 9999.0 999.0  15.1 999.0 99.0 99.00
2021 07 03 01 30 999 99.0 99.0  1.21 15.38  6.24 239 9999.0 999.0  14.9 999.0 99.0 99.00
2021 07 03 02 00 999 99.0 99.0  1.14 16.67  5.85 254 9999.0 999.0  14.6 999.0 99.0 99.00
2021 07 03 02 30 999 99.0 99.0  1.20 15.38  6.20 237 9999.0 999.0  14.6 999.0 99.0 99.00
2021 07 03 03 00 999 99.0 99.0  1.20  8.33  5.68 286 9999.0 999.0  14.5 999.0 99.0 99.00
2021 07 03 03 30 999 99.0 99.0  1.25 16.67  6.03 241 9999.0 999.0  14.5 999.0 99.0 99.00
2021 07 03 04 00 999 99.0 99.0  1.26  8.33  5.94 285 9999.0 999.0  14.6 999.0 99.0 99.00
2021 07 03 04 30 999 99.0 99.0  1.23 16.67  6.24 234 9999.0 999.0  14.5 999.0 99.0 99.00
2021 07 03 05 00 999 99.0 99.0  1.22 15.38  6.47 241 9999.0 999.0  14.5 999.0 99.0 99.00
2021 07 03 05 30 999 99.0 99.0  1.23 16.67  6.68 241 9999.0 999.0  14.7 999.0 99.0 99.00
2021 07 03 06 00 999 99.0 99.0  1.24 16.67  6.97 238 9999.0 999.0  14.7 999.0 99.0 99.00
2021 07 03 06 30 999 99.0 99.0  1.32 15.38  7.28 238 9999.0 999.0  14.6 999.0 99.0 99.00
2021 07 03 07 00 999 99.0 99.0  1.25  9.52  7.00 289 9999.0 999.0  14.8 999.0 99.0 99.00
2021 07 03 07 30 999 99.0 99.0  1.23 15.38  6.82 236 9999.0 999.0  15.4 999.0 99.0 99.00
2021 07 03 08 00 999 99.0 99.0  1.24  9.09  6.92 282 9999.0 999.0  15.0 999.0 99.0 99.00
2021 07 03 08 30 999 99.0 99.0  1.21  9.09  6.78 280 9999.0 999.0  14.9 999.0 99.0 99.00
2021 07 03 09 00 999 99.0 99.0  1.24 16.67  7.07 244 9999.0 999.0  15.1 999.0 99.0 99.00
2021 07 03 09 30 999 99.0 99.0  1.26  9.52  7.24 285 9999.0 999.0  15.1 999.0 99.0 99.00
2021 07 03 10 00 999 99.0 99.0  1.18 15.38  7.12 237 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 03 10 30 999 99.0 99.0  1.21  8.70  7.19 286 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 03 11 00 999 99.0 99.0  1.24 15.38  7.34 242 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 03 11 30 999 99.0 99.0  1.20 15.38  7.18 238 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 03 12 00 999 99.0 99.0  1.13 14.29  7.23 235 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 03 12 30 999 99.0 99.0  1.15 14.29  7.29 231 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 03 13 00 999 99.0 99.0  1.14 16.67  7.36 238 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 03 13 30 999 99.0 99.0  1.24 16.67  7.79 234 9999.0 999.0  15.3 999.0 99.0 99.00
2021 07 03 14 00 999 99.0 99.0  1.24 16.67  7.48 235 9999.0 999.0  15.3 999.0 99.0 99.00
2021 07 03 14 30 999 99.0 99.0  1.12 15.38  6.91 234 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 03 15 00 999 99.0 99.0  1.11 15.38  7.17 235 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 03 15 30 999 99.0 99.0  1.14 16.67  7.27 236 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 03 16 00 999 99.0 99.0  1.12 15.38  7.39 231 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 03 16 30 999 99.0 99.0  1.19 10.00  7.46 285 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 03 17 00 999 99.0 99.0  1.18 16.67  7.73 241 9999.0 999.0  15.3 999.0 99.0 99.00
2021 07 03 17 30 999 99.0 99.0  1.13 16.67  8.02 241 9999.0 999.0  15.3 999.0 99.0 99.00
2021 07 03 18 00 999 99.0 99.0  1.16 16.67  7.80 240 9999.0 999.0  15.4 999.0 99.0 99.00
2021 07 03 18 30 999 99.0 99.0  1.17 16.67  7.75 241 9999.0 999.0  15.5 999.0 99.0 99.00
2021 07 03 19 00 999 99.0 99.0  1.21 16.67  7.43 247 9999.0 999.0  15.8 999.0 99.0 99.00
2021 07 03 19 30 999 99.0 99.0  1.21 16.67  7.58 242 9999.0 999.0  15.7 999.0 99.0 99.00
2021 07 03 20 00 999 99.0 99.0  1.13  9.52  7.07 287 9999.0 999.0  15.9 999.0 99.0 99.00
2021 07 03 20 30 999 99.0 99.0  1.24 16.67  7.94 239 9999.0 999.0  16.0 999.0 99.0 99.00
2021 07 03 21 00 999 99.0 99.0  1.21 15.38  7.63 234 9999.0 999.0  16.1 999.0 99.0 99.00
2021 07 03 21 30 999 99.0 99.0  1.20 15.38  7.51 234 9999.0 999.0  16.0 999.0 99.0 99.00
2021 07 03 22 00 999 99.0 99.0  1.18 15.38  6.97 232 9999.0 999.0  15.9 999.0 99.0 99.00
2021 07 03 22 30 999 99.0 99.0  1.22 16.67  7.67 236 9999.0 999.0  16.0 999.0 99.0 99.00
2021 07 03 23 00 999 99.0 99.0  1.22 15.38  7.43 238 9999.0 999.0  15.9 999.0 99.0 99.00
2021 07 03 23 30 999 99.0 99.0  1.15 15.38  7.37 233 9999.0 999.0  16.0 999.0 99.0 99.00
2021 07 04 00 00 999 99.0 99.0  1.11 15.38  7.25 236 9999.0 999.0  16.0 999.0 99.0 99.00
2021 07 04 00 30 999 99.0 99.0  1.20 16.67  7.65 238 9999.0 999.0  15.6 999.0 99.0 99.00
2021 07 04 01 00 999 99.0 99.0  1.27 16.67  7.96 240 9999.0 999.0  15.5 999.0 99.0 99.00
2021 07 04 01 30 999 99.0 99.0  1.16 15.38  7.53 241 9999.0 999.0  15.4 999.0 99.0 99.00
2021 07 04 02 00 999 99.0 99.0  1.10 16.67  7.33 246 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 04 02 30 999 99.0 99.0  1.20 16.67  7.86 239 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 04 03 00 999 99.0 99.0  1.22 16.67  8.28 238 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 04 03 30 999 99.0 99.0  1.17 16.67  7.84 242 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 04 04 00 999 99.0 99.0  1.19 15.38  7.98 240 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 04 04 30 999 99.0 99.0  1.15 15.38  8.11 238 9999.0 999.0  15.0 999.0 99.0 99.00
2021 07 04 05 00 999 99.0 99.0  1.12 15.38  7.41 238 9999.0 999.0  14.9 999.0 99.0 99.00
2021 07 04 05 30 999 99.0 99.0  1.18 15.38  8.25 238 9999.0 999.0  14.9 999.0 99.0 99.00
2021 07 04 06 00 999 99.0 99.0  1.11 15.38  7.81 238 9999.0 999.0  14.9 999.0 99.0 99.00
2021 07 04 06 30 999 99.0 99.0  1.04 16.67  7.56 236 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 04 07 00 999 99.0 99.0  1.14 15.38  7.94 238 9999.0 999.0  15.1 999.0 99.0 99.00
2021 07 04 07 30 999 99.0 99.0  1.08 16.67  8.17 248 9999.0 999.0  14.9 999.0 99.0 99.00
2021 07 04 08 00 999 99.0 99.0  1.03 15.38  7.58 240 9999.0 999.0  15.0 999.0 99.0 99.00
2021 07 04 08 30 999 99.0 99.0  1.03 15.38  7.80 241 9999.0 999.0  14.9 999.0 99.0 99.00
2021 07 04 09 00 999 99.0 99.0  1.08 15.38  8.06 239 9999.0 999.0  14.9 999.0 99.0 99.00
2021 07 04 09 30 999 99.0 99.0  1.07 15.38  8.33 239 9999.0 999.0  15.2 999.0 99.0 99.00
2021 07 04 10 00 999 99.0 99.0  1.12 15.38  8.13 246 9999.0 999.0  15.3 999.0 99.0 99.00
2021 07 04 10 30 999 99.0 99.0  1.04 15.38  7.81 242 9999.0 999.0  15.3 999.0 99.0 99.00
2021 07 04 11 00 999 99.0 99.0  0.97 15.38  7.82 242 9999.0 999.0  15.4 999.0 99.0 99.00
2021 07 04 11 30 999 99.0 99.0  1.12 15.38  8.60 238 9999.0 999.0  15.5 999.0 99.0 99.00
2021 07 04 12 00 999 99.0 99.0  1.10 16.67  8.18 236 9999.0 999.0  15.5 999.0 99.0 99.00
2021 07 04 12 30 999 99.0 99.0  1.00 16.67  7.71 232 9999.0 999.0  15.5 999.0 99.0 99.00
2021 07 04 13 00 999 99.0 99.0  0.91 15.38  6.95 233 9999.0 999.0  15.5 999.0 99.0 99.00
2021 07 04 13 30 999 99.0 99.0  1.03 15.38  7.43 228 9999.0 999.0  15.6 999.0 99.0 99.00
2021 07 04 14 00 999 99.0 99.0  1.18 15.38  7.97 226 9999.0 999.0  15.5 999.0 99.0 99.00
2021 07 04 14 30 999 99.0 99.0  1.03 16.67  7.38 229 9999.0 999.0  15.5 999.0 99.0 99.00
2021 07 04 15 00 999 99.0 99.0  0.99 14.29  7.47 228 9999.0 999.0  15.3 999.0 99.0 99.00
