#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2021 02 16 19 30 999 99.0 99.0  2.34 15.38  8.39 277 9999.0 999.0  11.4 999.0 99.0 99.00
2021 02 16 20 00 999 99.0 99.0  2.20 15.38  7.64 277 9999.0 999.0  11.4 999.0 99.0 99.00
2021 02 16 20 30 999 99.0 99.0  2.43 15.38  8.12 276 9999.0 999.0  11.4 999.0 99.0 99.00
2021 02 16 21 00 999 99.0 99.0  2.24 14.29  7.69 281 9999.0 999.0  11.3 999.0 99.0 99.00
2021 02 16 21 30 999 99.0 99.0  2.21 14.29  7.69 279 9999.0 999.0  11.3 999.0 99.0 99.00
2021 02 16 22 00 999 99.0 99.0  2.63 14.29  8.40 277 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 16 22 30 999 99.0 99.0  2.48 13.33  7.89 279 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 16 23 00 999 99.0 99.0  2.33 14.29  7.41 282 9999.0 999.0  11.1 999.0 99.0 99.00
2021 02 16 23 30 999 99.0 99.0  2.51 14.29  8.08 279 9999.0 999.0  11.1 999.0 99.0 99.00
2021 02 17 00 00 999 99.0 99.0  2.37 15.38  7.45 279 9999.0 999.0  11.1 999.0 99.0 99.00
2021 02 17 00 30 999 99.0 99.0  2.56 14.29  7.72 280 9999.0 999.0  11.1 999.0 99.0 99.00
2021 02 17 01 00 999 99.0 99.0  2.65 14.29  7.84 277 9999.0 999.0  11.1 999.0 99.0 99.00
2021 02 17 01 30 999 99.0 99.0  2.86 14.29  8.31 279 9999.0 999.0  11.1 999.0 99.0 99.00
2021 02 17 02 00 999 99.0 99.0  2.55 14.29  7.73 274 9999.0 999.0  11.0 999.0 99.0 99.00
2021 02 17 02 30 999 99.0 99.0  2.57 15.38  7.92 270 9999.0 999.0  11.0 999.0 99.0 99.00
2021 02 17 03 00 999 99.0 99.0  2.40 14.29  7.60 268 9999.0 999.0  11.0 999.0 99.0 99.00
2021 02 17 03 30 999 99.0 99.0  2.57 13.33  8.06 272 9999.0 999.0  11.0 999.0 99.0 99.00
2021 02 17 04 00 999 99.0 99.0  2.40 13.33  7.71 275 9999.0 999.0  11.0 999.0 99.0 99.00
2021 02 17 04 30 999 99.0 99.0  2.31 15.38  7.36 275 9999.0 999.0  11.1 999.0 99.0 99.00
2021 02 17 05 00 999 99.0 99.0  2.60 14.29  8.18 272 9999.0 999.0  11.1 999.0 99.0 99.00
2021 02 17 05 30 999 99.0 99.0  2.64 14.29  8.49 277 9999.0 999.0  11.0 999.0 99.0 99.00
2021 02 17 06 00 999 99.0 99.0  2.40 13.33  8.21 272 9999.0 999.0  11.0 999.0 99.0 99.00
2021 02 17 06 30 999 99.0 99.0  2.46 14.29  8.52 278 9999.0 999.0  11.0 999.0 99.0 99.00
2021 02 17 07 00 999 99.0 99.0  2.30 14.29  8.45 279 9999.0 999.0  11.0 999.0 99.0 99.00
2021 02 17 07 30 999 99.0 99.0  2.29 14.29  8.47 280 9999.0 999.0  11.0 999.0 99.0 99.00
2021 02 17 08 00 999 99.0 99.0  2.14 14.29  8.47 277 9999.0 999.0  10.9 999.0 99.0 99.00
2021 02 17 08 30 999 99.0 99.0  2.45 13.33  9.21 280 9999.0 999.0  10.9 999.0 99.0 99.00
2021 02 17 09 00 999 99.0 99.0  2.28 14.29  8.94 277 9999.0 999.0  10.9 999.0 99.0 99.00
2021 02 17 09 30 999 99.0 99.0  2.23 14.29  9.09 282 9999.0 999.0  10.9 999.0 99.0 99.00
2021 02 17 10 00 999 99.0 99.0  2.12 14.29  8.69 277 9999.0 999.0  10.9 999.0 99.0 99.00
2021 02 17 10 30 999 99.0 99.0  2.00 14.29  8.52 279 9999.0 999.0  10.8 999.0 99.0 99.00
2021 02 17 11 00 999 99.0 99.0  1.95 14.29  8.28 281 9999.0 999.0  10.8 999.0 99.0 99.00
2021 02 17 11 30 999 99.0 99.0  2.18 14.29  8.67 282 9999.0 999.0  10.7 999.0 99.0 99.00
2021 02 17 12 00 999 99.0 99.0  2.11 14.29  8.85 282 9999.0 999.0  10.7 999.0 99.0 99.00
2021 02 17 12 30 999 99.0 99.0  2.14 13.33  8.92 280 9999.0 999.0  10.7 999.0 99.0 99.00
2021 02 17 13 00 999 99.0 99.0  2.06 14.29  8.59 268 9999.0 999.0  10.7 999.0 99.0 99.00
2021 02 17 13 30 999 99.0 99.0  2.21 14.29  8.79 271 9999.0 999.0  10.7 999.0 99.0 99.00
2021 02 17 14 00 999 99.0 99.0  2.37 13.33  9.48 272 9999.0 999.0  10.7 999.0 99.0 99.00
2021 02 17 14 30 999 99.0 99.0  2.27 13.33  9.09 276 9999.0 999.0  10.7 999.0 99.0 99.00
2021 02 17 15 00 999 99.0 99.0  2.22 13.33  8.74 280 9999.0 999.0  10.6 999.0 99.0 99.00
2021 02 17 15 30 999 99.0 99.0  2.31 13.33  9.07 279 9999.0 999.0  10.7 999.0 99.0 99.00
2021 02 17 16 00 999 99.0 99.0  2.50 13.33  9.84 276 9999.0 999.0  10.8 999.0 99.0 99.00
2021 02 17 16 30 999 99.0 99.0  2.33 13.33  9.34 275 9999.0 999.0  11.1 999.0 99.0 99.00
2021 02 17 17 00 999 99.0 99.0  2.15 12.50  8.75 276 9999.0 999.0  11.4 999.0 99.0 99.00
2021 02 17 17 30 999 99.0 99.0  2.36 13.33  9.20 279 9999.0 999.0  11.4 999.0 99.0 99.00
2021 02 17 18 00 999 99.0 99.0  2.30 13.33  9.01 279 9999.0 999.0  11.5 999.0 99.0 99.00
2021 02 17 18 30 999 99.0 99.0  2.18 13.33  8.80 271 9999.0 999.0  11.7 999.0 99.0 99.00
2021 02 17 19 00 999 99.0 99.0  2.08 12.50  8.48 273 9999.0 999.0  11.8 999.0 99.0 99.00
2021 02 17 19 30 999 99.0 99.0  2.08 11.76  8.23 277 9999.0 999.0  11.7 999.0 99.0 99.00
2021 02 17 20 00 999 99.0 99.0  2.10 13.33  8.56 270 9999.0 999.0  11.8 999.0 99.0 99.00
2021 02 17 20 30 999 99.0 99.0  2.07 13.33  8.67 271 9999.0 999.0  11.9 999.0 99.0 99.00
2021 02 17 21 00 999 99.0 99.0  2.11 12.50  8.82 270 9999.0 999.0  12.0 999.0 99.0 99.00
2021 02 17 21 30 999 99.0 99.0  1.95 13.33  8.72 276 9999.0 999.0  12.1 999.0 99.0 99.00
2021 02 17 22 00 999 99.0 99.0  1.95 13.33  8.52 276 9999.0 999.0  12.2 999.0 99.0 99.00
2021 02 17 22 30 999 99.0 99.0  1.71 12.50  8.20 270 9999.0 999.0  12.1 999.0 99.0 99.00
2021 02 17 23 00 999 99.0 99.0  1.82 12.50  8.07 271 9999.0 999.0  12.0 999.0 99.0 99.00
2021 02 17 23 30 999 99.0 99.0  1.85 14.29  8.03 268 9999.0 999.0  12.0 999.0 99.0 99.00
2021 02 18 00 00 999 99.0 99.0  1.90 13.33  7.97 276 9999.0 999.0  11.5 999.0 99.0 99.00
2021 02 18 00 30 999 99.0 99.0  1.83 14.29  8.05 262 9999.0 999.0  11.4 999.0 99.0 99.00
2021 02 18 01 00 999 99.0 99.0  1.80 13.33  7.40 275 9999.0 999.0  11.4 999.0 99.0 99.00
2021 02 18 01 30 999 99.0 99.0  1.72 13.33  7.06 275 9999.0 999.0  11.3 999.0 99.0 99.00
2021 02 18 02 00 999 99.0 99.0  1.86 13.33  7.19 273 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 18 02 30 999 99.0 99.0  1.74 12.50  7.28 267 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 18 03 00 999 99.0 99.0  1.74 12.50  7.84 272 9999.0 999.0  11.1 999.0 99.0 99.00
2021 02 18 03 30 999 99.0 99.0  1.77 13.33  8.07 271 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 18 04 00 999 99.0 99.0  1.57 12.50  7.98 273 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 18 04 30 999 99.0 99.0  1.56 13.33  7.60 272 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 18 05 00 999 99.0 99.0  1.63 13.33  8.12 271 9999.0 999.0  11.1 999.0 99.0 99.00
2021 02 18 05 30 999 99.0 99.0  1.58 12.50  7.88 270 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 18 06 00 999 99.0 99.0  1.53 14.29  8.07 259 9999.0 999.0  11.4 999.0 99.0 99.00
2021 02 18 06 30 999 99.0 99.0  1.44 13.33  7.47 268 9999.0 999.0  11.4 999.0 99.0 99.00
2021 02 18 07 00 999 99.0 99.0  1.45 13.33  7.80 265 9999.0 999.0  11.4 999.0 99.0 99.00
2021 02 18 07 30 999 99.0 99.0  1.34 11.11  7.40 273 9999.0 999.0  11.4 999.0 99.0 99.00
2021 02 18 08 00 999 99.0 99.0  1.43 13.33  8.11 264 9999.0 999.0  11.4 999.0 99.0 99.00
2021 02 18 08 30 999 99.0 99.0  1.40 11.76  8.08 273 9999.0 999.0  11.4 999.0 99.0 99.00
2021 02 18 09 00 999 99.0 99.0  1.31 12.50  7.94 266 9999.0 999.0  11.3 999.0 99.0 99.00
2021 02 18 09 30 999 99.0 99.0  1.42 14.29  8.49 258 9999.0 999.0  11.3 999.0 99.0 99.00
2021 02 18 10 00 999 99.0 99.0  1.41 14.29  8.40 258 9999.0 999.0  11.1 999.0 99.0 99.00
2021 02 18 10 30 999 99.0 99.0  1.36 14.29  8.45 255 9999.0 999.0  10.9 999.0 99.0 99.00
2021 02 18 11 00 999 99.0 99.0  1.39 14.29  8.66 259 9999.0 999.0  10.9 999.0 99.0 99.00
2021 02 18 11 30 999 99.0 99.0  1.34 12.50  8.61 271 9999.0 999.0  10.8 999.0 99.0 99.00
2021 02 18 12 00 999 99.0 99.0  1.38 14.29  8.92 255 9999.0 999.0  10.7 999.0 99.0 99.00
2021 02 18 12 30 999 99.0 99.0  1.33 13.33  8.87 268 9999.0 999.0  10.8 999.0 99.0 99.00
2021 02 18 13 00 999 99.0 99.0  1.39 14.29  9.06 257 9999.0 999.0  10.9 999.0 99.0 99.00
2021 02 18 13 30 999 99.0 99.0  1.26 13.33  7.93 264 9999.0 999.0  10.9 999.0 99.0 99.00
2021 02 18 14 00 999 99.0 99.0  1.36 13.33  8.61 266 9999.0 999.0  10.9 999.0 99.0 99.00
2021 02 18 14 30 999 99.0 99.0  1.39 13.33  9.09 251 9999.0 999.0  10.8 999.0 99.0 99.00
2021 02 18 15 00 999 99.0 99.0  1.22 13.33  8.85 264 9999.0 999.0  10.9 999.0 99.0 99.00
2021 02 18 15 30 999 99.0 99.0  1.41 13.33  9.34 250 9999.0 999.0  11.1 999.0 99.0 99.00
2021 02 18 16 00 999 99.0 99.0  1.30 13.33  8.69 262 9999.0 999.0  11.1 999.0 99.0 99.00
2021 02 18 16 30 999 99.0 99.0  1.28 14.29  8.98 251 9999.0 999.0  11.4 999.0 99.0 99.00
2021 02 18 17 00 999 99.0 99.0  1.32 13.33  9.08 268 9999.0 999.0  11.3 999.0 99.0 99.00
2021 02 18 17 30 999 99.0 99.0  1.34 13.33  9.61 259 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 18 18 00 999 99.0 99.0  1.32 14.29  9.34 253 9999.0 999.0  11.3 999.0 99.0 99.00
2021 02 18 18 30 999 99.0 99.0  1.38 13.33  9.27 259 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 18 19 00 999 99.0 99.0  1.36 14.29  9.55 245 9999.0 999.0  11.3 999.0 99.0 99.00
2021 02 18 19 30 999 99.0 99.0  1.40 13.33  9.59 255 9999.0 999.0  11.5 999.0 99.0 99.00
2021 02 18 20 00 999 99.0 99.0  1.25 13.33  9.41 253 9999.0 999.0  11.7 999.0 99.0 99.00
2021 02 18 20 30 999 99.0 99.0  1.21 11.76  9.21 263 9999.0 999.0  11.9 999.0 99.0 99.00
2021 02 18 21 00 999 99.0 99.0  1.28 14.29  9.55 254 9999.0 999.0  11.9 999.0 99.0 99.00
2021 02 18 21 30 999 99.0 99.0  1.17 13.33  9.09 258 9999.0 999.0  12.0 999.0 99.0 99.00
2021 02 18 22 00 999 99.0 99.0  1.14 13.33  9.38 254 9999.0 999.0  11.9 999.0 99.0 99.00
2021 02 18 23 00 999 99.0 99.0  1.13 14.29  8.72 250 9999.0 999.0  11.8 999.0 99.0 99.00
2021 02 18 23 30 999 99.0 99.0  1.33 13.33  9.49 264 9999.0 999.0  11.8 999.0 99.0 99.00
2021 02 19 00 00 999 99.0 99.0  1.18 13.33  8.27 261 9999.0 999.0  11.8 999.0 99.0 99.00
2021 02 19 00 30 999 99.0 99.0  1.22 14.29  8.90 261 9999.0 999.0  11.8 999.0 99.0 99.00
2021 02 19 01 00 999 99.0 99.0  1.32 13.33  9.84 259 9999.0 999.0  11.5 999.0 99.0 99.00
2021 02 19 01 30 999 99.0 99.0  1.18 13.33  9.55 264 9999.0 999.0  11.4 999.0 99.0 99.00
2021 02 19 02 00 999 99.0 99.0  1.15 13.33  9.48 268 9999.0 999.0  11.4 999.0 99.0 99.00
2021 02 19 02 30 999 99.0 99.0  1.22 13.33  9.93 264 9999.0 999.0  11.4 999.0 99.0 99.00
2021 02 19 03 00 999 99.0 99.0  1.16 13.33  9.70 260 9999.0 999.0  11.4 999.0 99.0 99.00
2021 02 19 03 30 999 99.0 99.0  1.21 12.50 10.27 263 9999.0 999.0  11.4 999.0 99.0 99.00
2021 02 19 04 00 999 99.0 99.0  1.24 12.50 10.45 269 9999.0 999.0  11.4 999.0 99.0 99.00
2021 02 19 04 30 999 99.0 99.0  1.21 12.50 10.52 262 9999.0 999.0  11.3 999.0 99.0 99.00
2021 02 19 05 00 999 99.0 99.0  1.19 13.33 10.31 264 9999.0 999.0  11.3 999.0 99.0 99.00
2021 02 19 05 30 999 99.0 99.0  1.21 13.33 10.34 265 9999.0 999.0  11.3 999.0 99.0 99.00
2021 02 19 06 00 999 99.0 99.0  1.23 13.33 10.51 266 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 19 06 30 999 99.0 99.0  1.23 13.33 10.31 264 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 19 07 00 999 99.0 99.0  1.25 13.33 10.39 266 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 19 07 30 999 99.0 99.0  1.20 13.33  9.95 262 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 19 08 00 999 99.0 99.0  1.06 14.29  9.05 257 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 19 08 30 999 99.0 99.0  1.23 13.33  9.26 256 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 19 09 00 999 99.0 99.0  1.22 13.33  8.29 254 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 19 09 30 999 99.0 99.0  1.24 13.33  7.76 255 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 19 10 00 999 99.0 99.0  1.26 13.33  7.70 249 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 19 10 30 999 99.0 99.0  1.28 13.33  7.87 258 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 19 11 00 999 99.0 99.0  1.29 12.50  7.36 261 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 19 11 30 999 99.0 99.0  1.49 13.33  7.96 262 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 19 12 00 999 99.0 99.0  1.32 13.33  7.27 262 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 19 12 30 999 99.0 99.0  1.33 13.33  6.69 260 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 19 13 00 999 99.0 99.0  1.35 13.33  6.57 259 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 19 13 30 999 99.0 99.0  1.41 13.33  6.37 267 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 19 14 00 999 99.0 99.0  1.41 13.33  6.28 261 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 19 14 30 999 99.0 99.0  1.44 13.33  6.20 263 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 19 15 00 999 99.0 99.0  1.52 15.38  6.73 232 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 19 15 30 999 99.0 99.0  1.35 12.50  6.08 268 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 19 16 00 999 99.0 99.0  1.40 14.29  6.58 260 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 19 16 30 999 99.0 99.0  1.40 13.33  6.68 258 9999.0 999.0  11.1 999.0 99.0 99.00
2021 02 19 17 00 999 99.0 99.0  1.44 13.33  7.33 255 9999.0 999.0  11.1 999.0 99.0 99.00
2021 02 19 17 30 999 99.0 99.0  1.46 13.33  7.11 260 9999.0 999.0  11.3 999.0 99.0 99.00
2021 02 19 18 00 999 99.0 99.0  1.40 14.29  7.45 258 9999.0 999.0  11.4 999.0 99.0 99.00
2021 02 19 18 30 999 99.0 99.0  1.36 13.33  7.57 262 9999.0 999.0  11.5 999.0 99.0 99.00
2021 02 19 19 00 999 99.0 99.0  1.35 13.33  7.66 267 9999.0 999.0  11.6 999.0 99.0 99.00
2021 02 19 19 30 999 99.0 99.0  1.32 13.33  7.91 258 9999.0 999.0  11.3 999.0 99.0 99.00
2021 02 19 20 00 999 99.0 99.0  1.35 13.33  8.24 256 9999.0 999.0  11.3 999.0 99.0 99.00
2021 02 19 20 30 999 99.0 99.0  1.35 14.29  7.93 257 9999.0 999.0  11.6 999.0 99.0 99.00
2021 02 19 21 00 999 99.0 99.0  1.40 13.33  8.33 252 9999.0 999.0  11.8 999.0 99.0 99.00
2021 02 19 21 30 999 99.0 99.0  1.42 12.50  8.13 263 9999.0 999.0  12.0 999.0 99.0 99.00
2021 02 19 22 00 999 99.0 99.0  1.36 13.33  8.14 256 9999.0 999.0  12.0 999.0 99.0 99.00
2021 02 19 22 30 999 99.0 99.0  1.44 13.33  8.59 263 9999.0 999.0  12.1 999.0 99.0 99.00
2021 02 19 23 00 999 99.0 99.0  1.52 14.29  8.44 251 9999.0 999.0  11.9 999.0 99.0 99.00
2021 02 19 23 30 999 99.0 99.0  1.39 13.33  7.47 264 9999.0 999.0  11.8 999.0 99.0 99.00
2021 02 20 00 00 999 99.0 99.0  1.45 14.29  7.35 249 9999.0 999.0  11.7 999.0 99.0 99.00
2021 02 20 00 30 999 99.0 99.0  1.53 11.76  7.77 275 9999.0 999.0  11.6 999.0 99.0 99.00
2021 02 20 01 00 999 99.0 99.0  1.52 13.33  8.05 269 9999.0 999.0  11.6 999.0 99.0 99.00
2021 02 20 01 30 999 99.0 99.0  1.48 12.50  8.06 267 9999.0 999.0  11.6 999.0 99.0 99.00
2021 02 20 02 00 999 99.0 99.0  1.47 12.50  8.01 273 9999.0 999.0  11.6 999.0 99.0 99.00
2021 02 20 02 30 999 99.0 99.0  1.50 11.76  8.07 273 9999.0 999.0  11.4 999.0 99.0 99.00
2021 02 20 03 00 999 99.0 99.0  1.42 13.33  7.84 268 9999.0 999.0  11.3 999.0 99.0 99.00
2021 02 20 03 30 999 99.0 99.0  1.51 12.50  8.04 271 9999.0 999.0  11.3 999.0 99.0 99.00
2021 02 20 04 00 999 99.0 99.0  1.45 12.50  7.59 273 9999.0 999.0  11.3 999.0 99.0 99.00
2021 02 20 04 30 999 99.0 99.0  1.50 11.76  7.88 273 9999.0 999.0  11.3 999.0 99.0 99.00
2021 02 20 05 00 999 99.0 99.0  1.57 13.33  8.06 265 9999.0 999.0  11.3 999.0 99.0 99.00
2021 02 20 05 30 999 99.0 99.0  1.53 12.50  7.62 270 9999.0 999.0  11.3 999.0 99.0 99.00
2021 02 20 06 00 999 99.0 99.0  1.54 11.76  7.53 275 9999.0 999.0  11.3 999.0 99.0 99.00
2021 02 20 06 30 999 99.0 99.0  1.60 11.76  7.75 274 9999.0 999.0  11.3 999.0 99.0 99.00
2021 02 20 07 00 999 99.0 99.0  1.47 11.76  7.29 270 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 20 07 30 999 99.0 99.0  1.56 12.50  7.56 271 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 20 08 00 999 99.0 99.0  1.53 11.76  7.58 272 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 20 08 30 999 99.0 99.0  1.60 12.50  7.54 270 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 20 09 00 999 99.0 99.0  1.56 14.29  6.75 246 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 20 09 30 999 99.0 99.0  1.64 14.29  5.92 256 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 20 10 00 999 99.0 99.0  1.84 13.33  6.18 272 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 20 10 30 999 99.0 99.0  1.69 12.50  5.67 277 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 20 11 00 999 99.0 99.0  1.77 13.33  5.57 278 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 20 11 30 999 99.0 99.0  1.88 13.33  5.95 270 9999.0 999.0  11.1 999.0 99.0 99.00
2021 02 20 12 00 999 99.0 99.0  1.95 13.33  6.08 276 9999.0 999.0  11.1 999.0 99.0 99.00
2021 02 20 12 30 999 99.0 99.0  1.91 12.50  6.09 277 9999.0 999.0  11.1 999.0 99.0 99.00
2021 02 20 13 00 999 99.0 99.0  2.13 14.29  6.24 263 9999.0 999.0  11.0 999.0 99.0 99.00
2021 02 20 13 30 999 99.0 99.0  2.08 12.50  5.96 276 9999.0 999.0  11.0 999.0 99.0 99.00
2021 02 20 14 00 999 99.0 99.0  2.04 12.50  5.67 274 9999.0 999.0  11.0 999.0 99.0 99.00
2021 02 20 14 30 999 99.0 99.0  2.29 11.76  6.15 284 9999.0 999.0  11.0 999.0 99.0 99.00
2021 02 20 15 00 999 99.0 99.0  2.31 12.50  6.03 278 9999.0 999.0  10.9 999.0 99.0 99.00
2021 02 20 15 30 999 99.0 99.0  2.45 12.50  6.17 269 9999.0 999.0  10.9 999.0 99.0 99.00
2021 02 20 16 00 999 99.0 99.0  2.53  7.14  6.48 279 9999.0 999.0  10.9 999.0 99.0 99.00
2021 02 20 16 30 999 99.0 99.0  2.53 11.76  6.38 279 9999.0 999.0  10.9 999.0 99.0 99.00
2021 02 20 17 00 999 99.0 99.0  2.78  8.33  6.67 275 9999.0 999.0  10.9 999.0 99.0 99.00
2021 02 20 17 30 999 99.0 99.0  2.86  8.70  6.74 282 9999.0 999.0  10.9 999.0 99.0 99.00
2021 02 20 18 00 999 99.0 99.0  2.86  8.33  6.88 283 9999.0 999.0  11.0 999.0 99.0 99.00
2021 02 20 18 30 999 99.0 99.0  2.81 11.76  7.00 274 9999.0 999.0  11.1 999.0 99.0 99.00
2021 02 20 19 00 999 99.0 99.0  2.89 12.50  7.55 274 9999.0 999.0  11.1 999.0 99.0 99.00
2021 02 20 19 30 999 99.0 99.0  3.02 11.76  7.60 280 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 20 20 00 999 99.0 99.0  2.86 12.50  7.66 278 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 20 20 30 999 99.0 99.0  2.77 11.76  7.68 278 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 20 21 00 999 99.0 99.0  2.74 12.50  7.80 276 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 20 21 30 999 99.0 99.0  2.83 11.76  8.00 278 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 20 22 00 999 99.0 99.0  2.83 12.50  7.78 276 9999.0 999.0  11.3 999.0 99.0 99.00
2021 02 20 22 30 999 99.0 99.0  2.84 12.50  7.87 276 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 20 23 00 999 99.0 99.0  2.86 12.50  7.84 282 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 20 23 30 999 99.0 99.0  2.67 12.50  7.46 283 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 21 00 00 999 99.0 99.0  2.62 11.11  7.46 282 9999.0 999.0  11.1 999.0 99.0 99.00
2021 02 21 00 30 999 99.0 99.0  2.48 13.33  7.24 283 9999.0 999.0  11.1 999.0 99.0 99.00
2021 02 21 01 00 999 99.0 99.0  2.52 13.33  7.37 283 9999.0 999.0  11.0 999.0 99.0 99.00
2021 02 21 01 30 999 99.0 99.0  2.46 12.50  7.35 282 9999.0 999.0  10.9 999.0 99.0 99.00
2021 02 21 02 00 999 99.0 99.0  2.54 12.50  7.44 287 9999.0 999.0  10.9 999.0 99.0 99.00
2021 02 21 02 30 999 99.0 99.0  2.63 11.11  7.68 284 9999.0 999.0  11.0 999.0 99.0 99.00
2021 02 21 03 00 999 99.0 99.0  2.75 12.50  8.21 283 9999.0 999.0  11.0 999.0 99.0 99.00
2021 02 21 03 30 999 99.0 99.0  2.52 13.33  8.01 281 9999.0 999.0  10.9 999.0 99.0 99.00
2021 02 21 04 00 999 99.0 99.0  2.53 11.76  7.98 285 9999.0 999.0  10.9 999.0 99.0 99.00
2021 02 21 04 30 999 99.0 99.0  2.54 12.50  8.10 280 9999.0 999.0  10.9 999.0 99.0 99.00
2021 02 21 05 00 999 99.0 99.0  2.58 11.76  8.00 289 9999.0 999.0  10.9 999.0 99.0 99.00
2021 02 21 05 30 999 99.0 99.0  2.53 12.50  7.83 280 9999.0 999.0  10.9 999.0 99.0 99.00
2021 02 21 06 00 999 99.0 99.0  2.46 11.11  7.37 276 9999.0 999.0  10.8 999.0 99.0 99.00
2021 02 21 06 30 999 99.0 99.0  2.85 11.76  8.03 282 9999.0 999.0  10.8 999.0 99.0 99.00
2021 02 21 07 00 999 99.0 99.0  2.48 10.53  7.89 279 9999.0 999.0  10.8 999.0 99.0 99.00
2021 02 21 07 30 999 99.0 99.0  2.51 11.76  7.92 279 9999.0 999.0  10.8 999.0 99.0 99.00
2021 02 21 08 00 999 99.0 99.0  2.39 11.76  7.78 278 9999.0 999.0  10.8 999.0 99.0 99.00
2021 02 21 08 30 999 99.0 99.0  2.37 11.11  7.88 278 9999.0 999.0  10.7 999.0 99.0 99.00
2021 02 21 09 00 999 99.0 99.0  2.24 11.11  7.74 281 9999.0 999.0  10.7 999.0 99.0 99.00
2021 02 21 09 30 999 99.0 99.0  2.40 11.11  7.83 278 9999.0 999.0  10.7 999.0 99.0 99.00
2021 02 21 10 00 999 99.0 99.0  2.49 11.76  8.12 277 9999.0 999.0  10.9 999.0 99.0 99.00
2021 02 21 10 30 999 99.0 99.0  2.25 11.76  7.75 275 9999.0 999.0  11.2 999.0 99.0 99.00
2021 02 21 11 00 999 99.0 99.0  2.17 11.76  7.53 278 9999.0 999.0  11.1 999.0 99.0 99.00
2021 02 21 11 30 999 99.0 99.0  2.33 11.11  7.97 280 9999.0 999.0  11.1 999.0 99.0 99.00
2021 02 21 12 00 999 99.0 99.0  2.23 11.11  7.78 281 9999.0 999.0  11.1 999.0 99.0 99.00
2021 02 21 12 30 999 99.0 99.0  2.04 10.53  7.26 282 9999.0 999.0  10.9 999.0 99.0 99.00
2021 02 21 13 00 999 99.0 99.0  2.13 11.76  7.81 283 9999.0 999.0  10.8 999.0 99.0 99.00
2021 02 21 13 30 999 99.0 99.0  2.26 11.11  7.85 285 9999.0 999.0  10.7 999.0 99.0 99.00
2021 02 21 14 00 999 99.0 99.0  2.14 11.76  7.74 283 9999.0 999.0  10.5 999.0 99.0 99.00
2021 02 21 14 30 999 99.0 99.0  2.04 11.11  7.67 284 9999.0 999.0  10.4 999.0 99.0 99.00
2021 02 21 15 00 999 99.0 99.0  1.94 11.76  7.40 284 9999.0 999.0  10.3 999.0 99.0 99.00
